ID,acceptedTaxonName,taxonRank,taxonomicStatus,vernacularName,taxonomicLevel,lifeStage,metabolicType,movementType,lowestMass,highestMass,meanMass,shortestLength,longestLength,meanLength,sizeMethod,sizeReference
1701,Dicyrtoma fusca,species,accepted,na,species,adults,invertebrate,walking,-999,-999,9.82549e-4,-999,-999,-999,na,na
1702,Euryopis flavomaculata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.006459925,-999,-999,-999,na,na
1703,Gongylidiellum latebricola,species,accepted,na,species,adults,invertebrate,walking,-999,-999,9.40509e-4,-999,-999,-999,na,na
1704,Microlestes minutulus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.001762372,-999,-999,-999,na,na
1705,Pachygnatha degeeri,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.004607536,-999,-999,-999,na,na
1706,Pergalumna nervosa,species,accepted,na,species,adults,invertebrate,walking,-999,-999,7.9e-5,-999,-999,-999,na,na
1707,Proteroiulus fuscus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.003480396,-999,-999,-999,na,na
1708,Prozercon kochi,species,accepted,na,species,adults,invertebrate,walking,-999,-999,7.03e-6,-999,-999,-999,na,na
1709,Pseudoparasitus placentulus,species,synonym,na,species,adults,invertebrate,walking,-999,-999,5.37e-5,-999,-999,-999,na,na
1710,Pseudoparasitus placentulus,species,synonym,na,species,juveniles,invertebrate,walking,-999,-999,2.22e-5,-999,-999,-999,na,na
1711,Rhodacarellus kreuzi,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,1.25e-5,-999,-999,-999,na,na
1712,Stenus impressus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.001769014,-999,-999,-999,na,na
1713,Stenus mendicus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.001056938,-999,-999,-999,na,na
1714,Tenebrionidae,family,accepted,na,family,juveniles,invertebrate,walking,-999,-999,7.44338e-4,-999,-999,-999,na,na
1715,Trochosa,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,0.023372445,-999,-999,-999,na,na
1716,Xysticus cristatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.132734205,-999,-999,-999,na,na
1717,Xysticus erraticus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.041920982,-999,-999,-999,na,na
1718,Zora spinimana,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.00256692,-999,-999,-999,na,na
1719,Berniniella sigma,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.35e-6,-999,-999,-999,na,na
1720,Eviphis,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,1.09e-5,-999,-999,-999,na,na
1721,Haplodrassus silvestris,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.046070603,-999,-999,-999,na,na
1722,Lathrobium brunnipes,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.009805234,-999,-999,-999,na,na
1723,Lysigamasus,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,2.47e-5,-999,-999,-999,na,na
1724,Microtritia minima,species,accepted,na,species,adults,invertebrate,walking,-999,-999,2.74e-5,-999,-999,-999,na,na
1725,Mycetoporus,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,0.001387129,-999,-999,-999,na,na
1726,Oppiella propinqua,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.08e-5,-999,-999,-999,na,na
1727,Pergamasus,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,5.64e-5,-999,-999,-999,na,na
1728,Pterostichus chamaeleon,species,synonym,na,species,juveniles,invertebrate,walking,-999,-999,0.081408931,-999,-999,-999,na,na
1729,Rhodacarus coronatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.2e-5,-999,-999,-999,na,na
1730,Urodiaspis tecta,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.98e-5,-999,-999,-999,na,na
1731,Xenylla grisea,species,accepted,na,species,adults,invertebrate,walking,-999,-999,3.52e-6,-999,-999,-999,na,na
1732,Ballistura hankoi,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1e-6,-999,-999,-999,na,na
1733,Ceratophysella succinea,species,accepted,na,species,adults,invertebrate,walking,-999,-999,3.11e-6,-999,-999,-999,na,na
1734,Phthiracarus affinis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.1008e-4,-999,-999,-999,na,na
1735,Platybunus,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,2.84519e-4,-999,-999,-999,na,na
1736,Amblyseius nemorivagus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,6.22e-6,-999,-999,-999,na,na
1737,Brachyiulus pusillus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.003344337,-999,-999,-999,na,na
1738,Bryoporus,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,7.76598e-4,-999,-999,-999,na,na
1739,Chamobates subglobulus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,9.38e-5,-999,-999,-999,na,na
1740,corrinidae sp. (juv),NA,NA,na,NA,juveniles,invertebrate,walking,-999,-999,0.002002637,-999,-999,-999,na,na
1741,Evarcha arcuata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.038909314,-999,-999,-999,na,na
1742,Panagaeus bipustulatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.022694242,-999,-999,-999,na,na
1743,Pilogalumna crassiclava,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.8e-5,-999,-999,-999,na,na
1744,Rhodacarus coronatus,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,5.96e-6,-999,-999,-999,na,na
1745,Veigaia planicola,species,accepted,na,species,adults,invertebrate,walking,-999,-999,3.49e-5,-999,-999,-999,na,na
1746,Zora spinimana,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.012895235,-999,-999,-999,na,na
1747,Abax parallelepipedus,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.862926622,-999,-999,-999,na,na
1748,Agonum sexpunctatum,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.019691856,-999,-999,-999,na,na
1749,Agroeca brunnea,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.003308776,-999,-999,-999,na,na
1750,Amaurobius fenestralis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.046344185,-999,-999,-999,na,na
1751,Anyphaena accentuata,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.002326802,-999,-999,-999,na,na
1752,Elater ferrugineus,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.002128679,-999,-999,-999,na,na
1753,Folsomia brevicauda,species,accepted,na,species,adults,invertebrate,walking,-999,-999,5.41e-6,-999,-999,-999,na,na
1754,Gnaphosidae,family,accepted,na,family,juveniles,invertebrate,walking,-999,-999,0.004960839,-999,-999,-999,na,na
1755,Heterothops,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,3.45256e-4,-999,-999,-999,na,na
1756,Leptusa,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,2.13418e-4,-999,-999,-999,na,na
1757,Lithobius,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,0.004833557,-999,-999,-999,na,na
1758,Lithobius erythrocephalus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.004833557,-999,-999,-999,na,na
1759,Lysigamasus runcatellus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.98e-5,-999,-999,-999,na,na
1760,Poecilus,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,1.82332e-4,-999,-999,-999,na,na
1761,Scydmaenidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,0.232300494,-999,-999,-999,na,na
1762,Serica,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,0.001291764,-999,-999,-999,na,na
1763,Tenebrionidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,0.005219644,-999,-999,-999,na,na
1764,Tenuiphantes flavipes,species,accepted,na,species,adults,invertebrate,walking,-999,-999,5.91425e-4,-999,-999,-999,na,na
1765,Carabus nemoralis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.820485959,-999,-999,-999,na,na
1766,Coccinella septempunctata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.037354874,-999,-999,-999,na,na
1767,Geophilus truncorum,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.009286679,-999,-999,-999,na,na
1768,Heterothops dissimilis,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.001160995,-999,-999,-999,na,na
1769,Lithobius forficatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.0030143,-999,-999,-999,na,na
1770,Lithobius forficatus,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.004118213,-999,-999,-999,na,na
1771,Lysigamasus puerilis,species,synonym,na,species,juveniles,invertebrate,walking,-999,-999,5.01e-6,-999,-999,-999,na,na
1772,Macrocheles,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,1.09e-5,-999,-999,-999,na,na
1773,Pachylaelaps bellicosus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.07e-5,-999,-999,-999,na,na
1774,Pachylaelaps bellicosus,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,2e-5,-999,-999,-999,na,na
1775,Lasioseius lawrencei,species,synonym,na,species,adults,invertebrate,walking,-999,-999,1.11e-5,-999,-999,-999,na,na
1776,Macrocheles opacus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,5.2e-5,-999,-999,-999,na,na
1777,Scolytidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,5.18801e-4,-999,-999,-999,na,na
1778,Ceratinella scabrosa,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.90491e-4,-999,-999,-999,na,na
1779,Conosoma testaceum,species,synonym,na,species,adults,invertebrate,walking,-999,-999,0.001056938,-999,-999,-999,na,na
1780,Microlestes,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,0.003054276,-999,-999,-999,na,na
1781,Mycetoporus mulsanti,species,accepted,na,species,adults,invertebrate,walking,-999,-999,8.82877e-4,-999,-999,-999,na,na
1782,Olophrum piceum,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.003846051,-999,-999,-999,na,na
1783,phytoseinae sp. (juv),NA,NA,na,NA,juveniles,invertebrate,walking,-999,-999,6.99e-6,-999,-999,-999,na,na
1784,Polydesmus inconstans,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.005414882,-999,-999,-999,na,na
1785,polydesmus sp. (juv),NA,NA,na,NA,juveniles,invertebrate,walking,-999,-999,0.001569919,-999,-999,-999,na,na
1786,Stenus clavicornis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.002694589,-999,-999,-999,na,na
1787,Stenus humilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,9.38929e-4,-999,-999,-999,na,na
1788,Chrysomelidae,family,accepted,na,family,juveniles,invertebrate,walking,-999,-999,0.008099431,-999,-999,-999,na,na
1789,Dictynidae,family,accepted,na,family,juveniles,invertebrate,walking,-999,-999,0.003308776,-999,-999,-999,na,na
1790,Leioseius elongatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.09e-5,-999,-999,-999,na,na
1791,Leucoparyphus,genus,synonym,na,genus,juveniles,invertebrate,walking,-999,-999,3.93633e-4,-999,-999,-999,na,na
1792,Liodidae,family,synonym,na,family,adults,invertebrate,walking,-999,-999,2.42622e-4,-999,-999,-999,na,na
1793,Lysigamasus runcatellus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.31e-5,-999,-999,-999,na,na
1794,Mesaphorura jarmilae,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.43e-6,-999,-999,-999,na,na
1795,Urodiaspis shcherbakae,species,accepted,na,species,adults,invertebrate,walking,-999,-999,2.11e-5,-999,-999,-999,na,na
1796,Oodes helopioides,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.027943755,-999,-999,-999,na,na
1797,Tapinocyba praecox,species,accepted,na,species,adults,invertebrate,walking,-999,-999,4.10938e-4,-999,-999,-999,na,na
1798,Zercon peltatus,species,synonym,na,species,juveniles,invertebrate,walking,-999,-999,8.22e-6,-999,-999,-999,na,na
1799,Cordalia,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,2.74326e-4,-999,-999,-999,na,na
1800,Erotylidae,family,accepted,na,family,adults,invertebrate,walking,-999,-999,0.001337558,-999,-999,-999,na,na
1801,Haplodrassus soerenseni,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.027825231,-999,-999,-999,na,na
1802,Lithobius curtipes,species,accepted,na,species,adults,invertebrate,walking,-999,-999,3.87e-5,-999,-999,-999,na,na
1803,Polydesmus angustus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.034996,-999,-999,-999,na,na
1804,Polydesmus complanatus,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.0025030540000000002,-999,-999,-999,na,na
1805,Carabodes subarcticus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,3.16e-5,-999,-999,-999,na,na
1806,Clubiona pallidula,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.115461338,-999,-999,-999,na,na
1807,Damaeus auritus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.54429e-4,-999,-999,-999,na,na
1808,Galumna tarsipennata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,5.33e-5,-999,-999,-999,na,na
1809,Lathrobium,genus,accepted,na,genus,juveniles,invertebrate,walking,-999,-999,4.47918e-4,-999,-999,-999,na,na
1810,Megaphyllum projectum,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.039114,-999,-999,-999,na,na
1811,Nargus,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,0.002570635,-999,-999,-999,na,na
1812,Rhodacarus,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,2.03e-6,-999,-999,-999,na,na
1813,Trichouropoda ovalis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,2.34e-5,-999,-999,-999,na,na
1814,Ozyptila praticola,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.005064089,-999,-999,-999,na,na
1815,cossoninae sp.,NA,NA,na,NA,adults,invertebrate,walking,-999,-999,0.004231509,-999,-999,-999,na,na
1816,Dendrodrilus rubidus,species,accepted,na,species,juveniles,invertebrate,walking,-999,-999,0.04,-999,-999,-999,na,na
1817,Entomobrya multifasciata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,6.75e-6,-999,-999,-999,na,na
1818,Leitneria granulata,species,accepted,na,species,adults,invertebrate,walking,-999,-999,5.96e-6,-999,-999,-999,na,na
1819,Leptogamasus,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,2.92e-5,-999,-999,-999,na,na
1820,Lithobius mutabilis,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.004364085,-999,-999,-999,na,na
1821,Macrocheles opacus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,6e-5,-999,-999,-999,na,na
1822,Micreremus gracilior,species,synonym,na,species,adults,invertebrate,walking,-999,-999,1.27e-5,-999,-999,-999,na,na
1823,Oxypoda,genus,accepted,na,genus,adults,invertebrate,walking,-999,-999,4.26638e-4,-999,-999,-999,na,na
1824,Polydesmus complanatus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.032937,-999,-999,-999,na,na
1825,Polyxenus lagurus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,2.78e-5,-999,-999,-999,na,na
1826,Synuchus nivalis,species,synonym,na,species,adults,invertebrate,walking,-999,-999,0.033948407,-999,-999,-999,na,na
1827,Trachelipus rathkii,species,accepted,na,species,adults,invertebrate,walking,-999,-999,0.007473573,-999,-999,-999,na,na
1828,Xenillus tegeocranus,species,accepted,na,species,adults,invertebrate,walking,-999,-999,1.9179e-4,-999,-999,-999,na,na
1829,Lumbrineris,genus,accepted,na,genus,na,invertebrate,walking,-999,-999,3.018217,-999,-999,-999,published accounts,na
1830,Nereis zonata,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.3771279,-999,-999,-999,published accounts,na
1831,sipunculida,NA,NA,na,NA,na,invertebrate,walking,-999,-999,0.07008626,-999,-999,-999,published accounts,na
1832,Nephtys ciliata,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.05070428,-999,-999,-999,published accounts,na
1833,Nereimyra punctata,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.05070428,-999,-999,-999,published accounts,na
1834,Priapulus caudatus,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.05070428,-999,-999,-999,published accounts,na
1835,phyllodoce,NA,NA,na,NA,na,invertebrate,walking,-999,-999,0.03457514,-999,-999,-999,published accounts,na
1836,Leitoscoloplos mammosus,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.02163979,-999,-999,-999,published accounts,na
1837,Heteromastus filiformis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.01182719,-999,-999,-999,published accounts,na
1838,Levinsenia gracilis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.008757316,-999,-999,-999,published accounts,na
1839,Aglaophamus malmgreni,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.007402367,-999,-999,-999,published accounts,na
1840,Lysippe labiata,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.007402367,-999,-999,-999,published accounts,na
1841,Pholoe assimilis,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.005047659,-999,-999,-999,published accounts,na
1842,Philine,genus,accepted,na,genus,na,invertebrate,walking,-999,-999,0.005047659,-999,-999,-999,published accounts,na
1843,Ampharete finmarchica,species,accepted,na,species,na,invertebrate,walking,-999,-999,0.001177408,-999,-999,-999,published accounts,na
1844,sediment,NA,NA,sediment,NA,na,other,na,-999,-999,-999,-999,-999,-999,published accounts,na
1845,phytodetritus,NA,NA,na,NA,na,detritus,sessile,-999,-999,-999,-999,-999,-999,published accounts,na
1846,Boreogadus saida,species,accepted,na,species,na,ectotherm vertebrate,swimming,-999,-999,1089.78,-999,-999,-999,published accounts,na
1847,Thysanoessa inermis,species,accepted,na,species,na,invertebrate,swimming,-999,-999,0.05806373,-999,-999,-999,published accounts,na
1848,Meganyctiphanes norvegica,species,accepted,na,species,na,invertebrate,swimming,-999,-999,0.05070428,-999,-999,-999,published accounts,na
1849,Thysanoessa raschii,species,accepted,na,species,na,invertebrate,swimming,-999,-999,0.03457514,-999,-999,-999,published accounts,na
1850,Thysanoessa longicaudata,species,accepted,na,species,na,invertebrate,swimming,-999,-999,0.01182719,-999,-999,-999,published accounts,na
